w_zip,h_zip,SE01,SE02,SE03,total
10075,10003,7,10,24,41
10075,10004,0,2,2,4
10075,10005,0,0,6,6
10075,10006,0,0,1,1
10075,10007,1,0,1,2
10075,10009,15,14,39,68
10075,10010,5,9,21,35
10075,10011,12,12,38,62
10075,10012,3,4,16,23
10075,10013,4,4,13,21
10075,10014,7,9,19,35
10075,10016,6,10,26,42
10075,10017,2,3,13,18
10075,10018,2,4,6,12
10075,10019,4,26,27,57
10075,10021,27,29,109,165
10075,10022,11,9,32,52
10075,10023,14,20,39,73
10075,10024,10,17,58,85
10075,10025,27,37,70,134
10075,10026,10,20,27,57
10075,10027,7,22,32,61
10075,10028,43,49,148,240
10075,10029,37,48,75,160
10075,10030,4,26,10,40
10075,10031,19,28,31,78
10075,10032,8,35,26,69
10075,10033,18,36,24,78
10075,10034,13,20,29,62
10075,10035,11,34,34,79
10075,10036,9,12,19,40
10075,10037,4,5,7,16
10075,10038,2,3,5,10
10075,10039,11,12,10,33
10075,10040,5,24,22,51
10075,10044,3,1,8,12
10075,10065,13,13,39,65
10075,10069,2,1,4,7
10075,10075,36,55,113,204
10075,10128,30,44,111,185
10075,10162,3,2,0,5
10075,10280,0,1,8,9
10075,10282,1,0,2,3
10075,10301,0,4,12,16
10075,10302,2,0,5,7
10075,10303,3,6,5,14
10075,10304,2,5,1,8
10075,10305,2,3,9,14
10075,10306,0,5,12,17
10075,10307,1,2,2,5
10075,10308,2,1,4,7
10075,10309,0,4,5,9
10075,10310,1,5,8,14
10075,10312,2,5,12,19
10075,10314,5,11,21,37
10075,10451,8,24,19,51
10075,10452,15,34,31,80
10075,10453,11,44,17,72
10075,10454,6,16,15,37
10075,10455,8,16,8,32
10075,10456,16,37,18,71
10075,10457,14,25,13,52
10075,10458,7,39,35,81
10075,10459,10,31,15,56
10075,10460,10,25,18,53
10075,10461,9,23,27,59
10075,10462,11,24,47,82
10075,10463,6,14,31,51
10075,10464,1,0,2,3
10075,10465,5,13,24,42
10075,10466,10,15,17,42
10075,10467,7,36,37,80
10075,10468,3,32,27,62
10075,10469,12,24,15,51
10075,10470,2,3,4,9
10075,10471,4,2,19,25
10075,10472,14,42,24,80
10075,10473,14,29,25,68
10075,10474,4,3,4,11
10075,10475,5,11,16,32
10075,11001,0,1,0,1
10075,11004,1,3,2,6
10075,11005,0,1,0,1
10075,11101,2,17,21,40
10075,11102,7,21,44,72
10075,11103,9,33,55,97
10075,11104,4,20,25,49
10075,11105,15,26,41,82
10075,11106,6,12,45,63
10075,11109,0,3,3,6
10075,11201,4,18,39,61
10075,11203,9,17,19,45
10075,11204,4,7,12,23
10075,11205,12,7,26,45
10075,11206,16,20,23,59
10075,11207,15,15,16,46
10075,11208,4,21,21,46
10075,11209,11,10,12,33
10075,11210,9,25,10,44
10075,11211,15,13,47,75
10075,11212,8,15,9,32
10075,11213,9,18,24,51
10075,11214,3,9,12,24
10075,11215,10,10,34,54
10075,11216,16,17,35,68
10075,11217,6,9,26,41
10075,11218,6,10,8,24
10075,11219,5,15,14,34
10075,11220,9,17,17,43
10075,11221,17,25,22,64
10075,11222,7,12,31,50
10075,11223,5,6,14,25
10075,11224,2,4,6,12
10075,11225,5,21,19,45
10075,11226,8,35,23,66
10075,11228,3,8,10,21
10075,11229,13,11,8,32
10075,11230,15,22,13,50
10075,11231,5,9,28,42
10075,11232,2,9,6,17
10075,11233,7,23,15,45
10075,11234,5,20,22,47
10075,11235,8,8,9,25
10075,11236,11,28,13,52
10075,11237,8,27,24,59
10075,11238,6,7,32,45
10075,11239,1,4,3,8
10075,11354,10,19,16,45
10075,11355,26,33,28,87
10075,11356,4,12,6,22
10075,11357,10,10,27,47
10075,11358,3,6,11,20
10075,11359,1,0,0,1
10075,11360,3,5,5,13
10075,11361,1,4,7,12
10075,11362,3,3,7,13
10075,11363,0,4,1,5
10075,11364,4,8,10,22
10075,11365,5,11,10,26
10075,11366,2,2,5,9
10075,11367,4,10,12,26
10075,11368,22,60,36,118
10075,11369,11,21,13,45
10075,11370,6,16,16,38
10075,11372,21,47,54,122
10075,11373,38,66,56,160
10075,11374,13,22,43,78
10075,11375,22,31,56,109
10075,11377,33,48,60,141
10075,11378,10,22,25,57
10075,11379,6,13,40,59
10075,11385,24,44,72,140
10075,11411,1,2,4,7
10075,11412,1,7,4,12
10075,11413,2,5,4,11
10075,11414,3,0,10,13
10075,11415,3,6,10,19
10075,11416,2,7,13,22
10075,11417,5,6,17,28
10075,11418,1,9,11,21
10075,11419,2,8,8,18
10075,11420,1,9,15,25
10075,11421,9,10,18,37
10075,11422,3,5,2,10
10075,11423,3,7,9,19
10075,11426,1,3,5,9
10075,11427,5,6,4,15
10075,11428,2,5,6,13
10075,11429,0,5,3,8
10075,11432,13,21,14,48
10075,11433,2,14,5,21
10075,11434,3,8,8,19
10075,11435,10,12,15,37
10075,11436,1,5,4,10
10075,11691,3,5,12,20
10075,11692,1,2,3,6
10075,11693,0,1,6,7
10075,11694,1,3,5,9
10103,10001,4,1,36,41
10103,10002,6,12,41,59
10103,10003,7,2,64,73
10103,10004,1,0,9,10
10103,10005,0,0,30,30
10103,10006,0,0,8,8
10103,10007,0,0,23,23
10103,10009,7,12,60,79
10103,10010,4,1,46,51
10103,10011,2,3,93,98
10103,10012,1,0,31,32
10103,10013,2,1,47,50
10103,10014,4,2,74,80
10103,10016,5,2,93,100
10103,10017,3,3,33,39
10103,10018,3,0,9,12
10103,10019,12,12,112,136
10103,10021,2,4,63,69
10103,10022,1,3,64,68
10103,10023,7,3,116,126
10103,10024,2,0,98,100
10103,10025,8,10,86,104
10103,10026,4,4,21,29
10103,10027,4,7,36,47
10103,10028,4,5,70,79
10103,10029,10,17,30,57
10103,10030,1,2,10,13
10103,10031,14,12,20,46
10103,10032,9,14,33,56
10103,10033,9,9,23,41
10103,10034,5,7,14,26
10103,10035,4,6,6,16
10103,10036,10,7,51,68
10103,10037,2,2,13,17
10103,10038,1,4,32,37
10103,10039,3,0,8,11
10103,10040,3,4,24,31
10103,10044,1,0,10,11
10103,10065,1,0,59,60
10103,10069,2,2,9,13
10103,10075,5,3,55,63
10103,10119,0,0,2,2
10103,10128,2,4,84,90
10103,10280,0,1,20,21
10103,10282,0,1,3,4
10103,10301,3,1,15,19
10103,10302,1,1,2,4
10103,10303,2,4,6,12
10103,10304,5,3,8,16
10103,10305,0,0,9,9
10103,10306,0,2,23,25
10103,10307,1,0,2,3
10103,10308,0,1,7,8
10103,10309,0,0,7,7
10103,10310,2,0,5,7
10103,10312,1,2,19,22
10103,10314,2,0,24,26
10103,10451,4,7,12,23
10103,10452,5,10,14,29
10103,10453,14,13,11,38
10103,10454,4,6,4,14
10103,10455,6,5,2,13
10103,10456,9,21,11,41
10103,10457,8,12,6,26
10103,10458,7,14,18,39
10103,10459,5,7,7,19
10103,10460,4,7,13,24
10103,10461,2,4,26,32
10103,10462,6,12,33,51
10103,10463,3,7,34,44
10103,10464,0,0,2,2
10103,10465,3,4,12,19
10103,10466,4,12,16,32
10103,10467,9,16,14,39
10103,10468,6,8,19,33
10103,10469,5,7,9,21
10103,10470,1,2,5,8
10103,10471,1,1,12,14
10103,10472,3,6,13,22
10103,10473,5,8,12,25
10103,10474,0,1,0,1
10103,10475,1,3,9,13
10103,11001,0,0,1,1
10103,11004,1,0,3,4
10103,11040,0,0,2,2
10103,11101,4,3,32,39
10103,11102,2,5,27,34
10103,11103,5,1,41,47
10103,11104,5,1,26,32
10103,11105,6,3,39,48
10103,11106,6,4,22,32
10103,11109,0,0,21,21
10103,11201,0,3,88,91
10103,11203,5,9,14,28
10103,11204,0,5,8,13
10103,11205,3,4,17,24
10103,11206,13,13,32,58
10103,11207,13,15,16,44
10103,11208,4,16,7,27
10103,11209,2,7,45,54
10103,11210,3,3,14,20
10103,11211,7,19,73,99
10103,11212,11,12,9,32
10103,11213,3,9,11,23
10103,11214,3,4,22,29
10103,11215,6,5,60,71
10103,11216,9,6,19,34
10103,11217,3,4,42,49
10103,11218,7,9,32,48
10103,11219,5,2,7,14
10103,11220,4,10,20,34
10103,11221,8,11,38,57
10103,11222,4,4,26,34
10103,11223,2,6,11,19
10103,11224,0,4,2,6
10103,11225,12,8,24,44
10103,11226,2,8,28,38
10103,11228,0,1,8,9
10103,11229,4,4,13,21
10103,11230,4,7,25,36
10103,11231,5,1,26,32
10103,11232,7,4,7,18
10103,11233,4,6,24,34
10103,11234,5,3,26,34
10103,11235,0,4,9,13
10103,11236,7,3,9,19
10103,11237,5,9,23,37
10103,11238,3,2,40,45
10103,11239,0,1,1,2
10103,11354,3,5,10,18
10103,11355,2,5,16,23
10103,11356,2,1,7,10
10103,11357,1,3,22,26
10103,11358,2,1,22,25
10103,11360,1,0,8,9
10103,11361,0,1,11,12
10103,11362,0,1,6,7
10103,11363,0,0,1,1
10103,11364,0,3,7,10
10103,11365,1,2,10,13
10103,11366,0,1,4,5
10103,11367,5,2,10,17
10103,11368,6,21,24,51
10103,11369,5,6,13,24
10103,11370,4,3,11,18
10103,11372,3,14,26,43
10103,11373,6,6,21,33
10103,11374,4,4,25,33
10103,11375,2,3,63,68
10103,11377,8,10,34,52
10103,11378,2,7,19,28
10103,11379,4,3,24,31
10103,11385,10,17,44,71
10103,11411,2,4,2,8
10103,11412,2,1,5,8
10103,11413,1,1,5,7
10103,11414,0,0,8,8
10103,11415,1,1,22,24
10103,11416,3,3,5,11
10103,11417,2,1,3,6
10103,11418,2,1,10,13
10103,11419,3,3,7,13
10103,11420,2,3,10,15
10103,11421,5,7,10,22
10103,11422,1,1,7,9
10103,11423,2,3,5,10
10103,11426,0,0,9,9
10103,11427,0,1,8,9
10103,11428,1,0,4,5
10103,11429,2,4,4,10
10103,11432,4,1,10,15
10103,11433,2,2,5,9
10103,11434,2,4,9,15
10103,11435,4,3,19,26
10103,11436,0,2,5,7
10103,11691,3,1,9,13
10103,11692,0,0,4,4
10103,11693,1,0,2,3
10103,11694,0,2,12,14
10103,11697,0,0,1,1
10110,10001,6,4,36,46
10110,10002,6,7,50,63
10110,10003,6,8,94,108
10110,10004,2,0,7,9
10110,10005,1,0,12,13
10110,10006,0,0,8,8
10110,10007,0,0,16,16
10110,10009,8,7,66,81
10110,10010,5,4,68,77
10110,10011,3,4,98,105
10110,10012,1,3,41,45
10110,10013,2,0,41,43
10110,10014,5,3,66,74
10110,10016,3,2,107,112
10110,10017,1,2,45,48
10110,10018,2,0,16,18
10110,10019,7,6,60,73
10110,10021,2,2,74,78
10110,10022,3,2,68,73
10110,10023,5,2,96,103
10110,10024,5,4,85,94
10110,10025,11,6,112,129
10110,10026,3,8,36,47
10110,10027,7,8,40,55
10110,10028,3,6,81,90
10110,10029,5,9,44,58
10110,10030,5,1,18,24
10110,10031,5,12,33,50
10110,10032,9,9,28,46
10110,10033,5,11,27,43
10110,10034,2,10,27,39
10110,10035,4,5,8,17
10110,10036,9,3,70,82
10110,10037,3,4,13,20
10110,10038,1,1,28,30
10110,10039,2,1,22,25
10110,10040,3,8,16,27
10110,10044,0,1,8,9
10110,10065,3,2,50,55
10110,10069,0,0,16,16
10110,10075,3,2,34,39
10110,10119,1,0,0,1
10110,10128,5,2,96,103
10110,10162,1,0,3,4
10110,10280,0,1,12,13
10110,10282,0,0,12,12
10110,10301,1,1,16,18
10110,10302,0,1,4,5
10110,10303,1,2,8,11
10110,10304,0,3,8,11
10110,10305,0,3,24,27
10110,10306,0,2,22,24
10110,10307,0,0,8,8
10110,10308,0,0,6,6
10110,10309,4,0,7,11
10110,10310,0,0,5,5
10110,10312,2,0,28,30
10110,10314,2,3,33,38
10110,10451,3,12,12,27
10110,10452,11,13,12,36
10110,10453,8,9,18,35
10110,10454,6,4,10,20
10110,10455,1,5,6,12
10110,10456,14,12,15,41
10110,10457,4,8,10,22
10110,10458,11,13,18,42
10110,10459,4,10,10,24
10110,10460,3,2,16,21
10110,10461,4,5,16,25
10110,10462,6,11,40,57
10110,10463,3,12,40,55
10110,10464,0,0,2,2
10110,10465,4,3,16,23
10110,10466,4,4,14,22
10110,10467,4,11,21,36
10110,10468,7,9,20,36
10110,10469,3,8,17,28
10110,10470,1,1,10,12
10110,10471,1,4,15,20
10110,10472,3,7,12,22
10110,10473,5,6,17,28
10110,10474,0,1,3,4
10110,10475,1,7,13,21
10110,11004,1,1,6,8
10110,11101,3,3,48,54
10110,11102,6,4,43,53
10110,11103,5,5,41,51
10110,11104,2,6,34,42
10110,11105,8,7,39,54
10110,11106,3,3,51,57
10110,11109,0,1,13,14
10110,11201,8,7,106,121
10110,11203,3,6,12,21
10110,11204,4,7,27,38
10110,11205,4,6,31,41
10110,11206,9,6,37,52
10110,11207,7,9,23,39
10110,11208,7,9,17,33
10110,11209,4,9,48,61
10110,11210,8,10,21,39
10110,11211,7,6,100,113
10110,11212,3,8,12,23
10110,11213,3,4,22,29
10110,11214,1,8,26,35
10110,11215,5,6,79,90
10110,11216,4,12,31,47
10110,11217,1,4,57,62
10110,11218,4,7,43,54
10110,11219,4,6,14,24
10110,11220,4,9,27,40
10110,11221,7,16,38,61
10110,11222,4,3,51,58
10110,11223,7,3,26,36
10110,11224,0,6,8,14
10110,11225,4,9,40,53
10110,11226,9,14,52,75
10110,11228,2,0,22,24
10110,11229,6,10,26,42
10110,11230,8,9,36,53
10110,11231,4,3,34,41
10110,11232,2,2,15,19
10110,11233,7,9,21,37
10110,11234,5,11,36,52
10110,11235,0,3,15,18
10110,11236,1,7,21,29
10110,11237,8,4,28,40
10110,11238,4,4,74,82
10110,11239,0,0,1,1
10110,11354,8,8,14,30
10110,11355,8,5,26,39
10110,11356,3,3,5,11
10110,11357,0,1,22,23
10110,11358,2,2,11,15
10110,11360,1,0,15,16
10110,11361,0,2,10,12
10110,11362,0,1,6,7
10110,11363,0,0,6,6
10110,11364,2,0,13,15
10110,11365,4,0,12,16
10110,11366,0,6,10,16
10110,11367,8,1,26,35
10110,11368,5,12,20,37
10110,11369,1,4,19,24
10110,11370,0,2,11,13
10110,11372,2,9,40,51
10110,11373,8,15,51,74
10110,11374,4,6,51,61
10110,11375,7,8,90,105
10110,11377,12,6,64,82
10110,11378,0,2,21,23
10110,11379,0,2,23,25
10110,11385,14,11,46,71
10110,11411,2,2,10,14
10110,11412,2,0,4,6
10110,11413,0,3,10,13
10110,11414,3,1,13,17
10110,11415,2,0,10,12
10110,11416,3,3,16,22
10110,11417,5,6,14,25
10110,11418,2,8,13,23
10110,11419,3,7,21,31
10110,11420,3,3,16,22
10110,11421,3,2,13,18
10110,11422,1,3,9,13
10110,11423,0,0,10,10
10110,11426,2,2,4,8
10110,11427,2,3,6,11
10110,11428,1,3,11,15
10110,11429,3,1,6,10
10110,11432,4,6,30,40
10110,11433,0,3,5,8
10110,11434,2,4,9,15
10110,11435,2,5,24,31
10110,11436,1,1,1,3
10110,11691,0,6,12,18
10110,11692,0,1,4,5
10110,11693,5,1,1,7
10110,11694,0,1,8,9
10110,11697,1,0,1,2
10111,10001,1,3,35,39
10111,10002,3,3,31,37
10111,10003,6,2,53,61
10111,10004,0,0,7,7
10111,10005,0,0,20,20
10111,10006,0,0,7,7
10111,10007,0,0,8,8
10111,10009,4,7,31,42
10111,10010,1,1,29,31
10111,10011,2,4,64,70
10111,10012,1,1,22,24
10111,10013,2,1,26,29
10111,10014,1,2,38,41
10111,10016,1,5,73,79
10111,10017,1,1,18,20
10111,10018,1,1,12,14
10111,10019,8,5,101,114
10111,10021,1,0,39,40
10111,10022,0,2,41,43
10111,10023,2,2,61,65
10111,10024,6,2,60,68
10111,10025,8,4,47,59
10111,10026,4,2,15,21
10111,10027,1,5,25,31
10111,10028,1,3,41,45
10111,10029,2,11,23,36
10111,10030,3,2,5,10
10111,10031,1,12,19,32
10111,10032,3,6,23,32
10111,10033,5,6,11,22
10111,10034,2,5,9,16
10111,10035,4,2,5,11
10111,10036,7,2,29,38
10111,10037,1,0,8,9
10111,10038,1,0,20,21
10111,10039,3,7,2,12
10111,10040,3,4,13,20
10111,10044,2,0,10,12
10111,10065,2,0,43,45
10111,10069,0,0,7,7
10111,10075,0,1,29,30
10111,10128,5,3,63,71
10111,10162,0,0,2,2
10111,10280,1,1,19,21
10111,10282,0,0,5,5
10111,10301,1,0,13,14
10111,10302,0,2,2,4
10111,10303,1,0,0,1
10111,10304,0,1,4,5
10111,10305,0,2,6,8
10111,10306,0,1,8,9
10111,10307,0,0,2,2
10111,10308,0,0,6,6
10111,10309,0,0,4,4
10111,10310,0,0,6,6
10111,10312,0,1,9,10
10111,10314,2,2,12,16
10111,10451,0,3,6,9
10111,10452,2,12,7,21
10111,10453,2,7,8,17
10111,10454,0,10,4,14
10111,10455,2,2,3,7
10111,10456,3,12,10,25
10111,10457,2,8,9,19
10111,10458,7,5,11,23
10111,10459,1,5,7,13
10111,10460,1,2,5,8
10111,10461,2,5,17,24
10111,10462,1,7,17,25
10111,10463,3,2,21,26
10111,10465,1,5,8,14
10111,10466,4,2,7,13
10111,10467,3,13,22,38
10111,10468,0,6,9,15
10111,10469,1,3,8,12
10111,10470,0,0,4,4
10111,10471,1,1,7,9
10111,10472,2,3,13,18
10111,10473,1,8,9,18
10111,10474,0,1,4,5
10111,10475,2,1,8,11
10111,11001,1,0,0,1
10111,11004,0,0,3,3
10111,11040,0,0,3,3
10111,11101,3,0,28,31
10111,11102,2,4,20,26
10111,11103,6,5,27,38
10111,11104,3,6,28,37
10111,11105,2,8,24,34
10111,11106,2,4,19,25
10111,11109,0,0,6,6
10111,11201,2,7,49,58
10111,11203,4,2,9,15
10111,11204,0,2,13,15
10111,11205,0,4,15,19
10111,11206,4,11,21,36
10111,11207,2,4,3,9
10111,11208,4,4,10,18
10111,11209,1,2,25,28
10111,11210,3,2,5,10
10111,11211,4,6,58,68
10111,11212,4,6,7,17
10111,11213,2,5,13,20
10111,11214,0,1,18,19
10111,11215,6,2,39,47
10111,11216,2,4,19,25
10111,11217,4,3,36,43
10111,11218,4,2,18,24
10111,11219,1,3,3,7
10111,11220,2,11,18,31
10111,11221,2,8,24,34
10111,11222,2,3,21,26
10111,11223,1,4,11,16
10111,11224,0,1,2,3
10111,11225,1,3,19,23
10111,11226,4,8,22,34
10111,11228,0,3,10,13
10111,11229,1,2,12,15
10111,11230,3,4,23,30
10111,11231,2,1,25,28
10111,11232,2,2,8,12
10111,11233,2,6,10,18
10111,11234,0,3,16,19
10111,11235,0,1,10,11
10111,11236,1,6,6,13
10111,11237,1,10,15,26
10111,11238,1,0,30,31
10111,11354,1,1,14,16
10111,11355,2,1,9,12
10111,11356,1,0,4,5
10111,11357,3,1,18,22
10111,11358,0,0,8,8
10111,11360,0,1,1,2
10111,11361,0,0,2,2
10111,11362,0,0,2,2
10111,11363,0,0,1,1
10111,11364,0,1,6,7
10111,11365,0,5,10,15
10111,11366,0,0,4,4
10111,11367,0,0,3,3
10111,11368,2,9,11,22
10111,11369,1,5,10,16
10111,11370,0,2,5,7
10111,11372,2,10,15,27
10111,11373,7,12,31,50
10111,11374,2,3,25,30
10111,11375,0,7,47,54
10111,11377,3,8,37,48
10111,11378,4,0,11,15
10111,11379,1,3,16,20
10111,11385,4,6,25,35
10111,11411,0,1,4,5
10111,11412,0,2,3,5
10111,11413,1,1,4,6
10111,11414,0,1,1,2
10111,11415,1,2,8,11
10111,11416,0,2,2,4
10111,11417,1,1,5,7
10111,11418,3,1,7,11
10111,11419,0,3,7,10
10111,11420,0,3,11,14
10111,11421,2,3,12,17
10111,11422,1,1,5,7
10111,11423,0,2,3,5
10111,11426,0,1,8,9
10111,11427,1,1,3,5
10111,11428,2,2,4,8
10111,11429,0,3,5,8
10111,11432,0,2,12,14
10111,11433,1,0,1,2
10111,11434,1,1,5,7
10111,11435,3,0,10,13
10111,11436,1,0,0,1
10111,11691,2,1,5,8
10111,11692,0,1,1,2
10111,11693,0,1,2,3
10111,11694,0,1,6,7
10111,11697,0,0,3,3
10112,10001,5,3,44,52
10112,10002,9,2,58,69
10112,10003,22,7,128,157
10112,10004,1,2,19,22
10112,10005,2,0,44,46
10112,10006,1,0,9,10
10112,10007,1,0,20,21
10112,10009,15,12,105,132
10112,10010,9,1,70,80
10112,10011,9,5,147,161
10112,10012,6,3,49,58
10112,10013,8,1,69,78
10112,10014,7,5,102,114
10112,10016,8,8,160,176
10112,10017,7,2,40,49
10112,10018,3,3,20,26
10112,10019,27,14,158,199
10112,10021,4,8,100,112
10112,10022,8,4,85,97
10112,10023,15,5,141,161
10112,10024,15,3,125,143
10112,10025,28,7,136,171
10112,10026,8,4,23,35
10112,10027,16,11,30,57
10112,10028,14,3,99,116
10112,10029,10,12,39,61
10112,10030,7,5,14,26
10112,10031,8,5,36,49
10112,10032,10,9,22,41
10112,10033,9,12,23,44
10112,10034,10,5,19,34
10112,10035,2,3,13,18
10112,10036,19,4,72,95
10112,10037,3,1,8,12
10112,10038,5,1,55,61
10112,10039,9,7,9,25
10112,10040,9,4,28,41
10112,10044,0,2,12,14
10112,10065,4,4,71,79
10112,10069,0,0,16,16
10112,10075,5,1,86,92
10112,10128,5,1,129,135
10112,10162,0,0,6,6
10112,10280,3,3,20,26
10112,10282,0,2,12,14
10112,10301,4,2,9,15
10112,10302,0,1,2,3
10112,10303,0,0,6,6
10112,10304,4,1,14,19
10112,10305,4,2,15,21
10112,10306,1,0,26,27
10112,10307,2,0,6,8
10112,10308,0,1,9,10
10112,10309,0,1,13,14
10112,10310,0,0,7,7
10112,10312,1,1,23,25
10112,10314,5,5,32,42
10112,10451,6,6,8,20
10112,10452,6,11,13,30
10112,10453,6,11,7,24
10112,10454,6,4,3,13
10112,10455,3,1,7,11
10112,10456,9,11,10,30
10112,10457,6,6,9,21
10112,10458,11,5,16,32
10112,10459,4,6,8,18
10112,10460,8,9,6,23
10112,10461,4,7,20,31
10112,10462,6,10,30,46
10112,10463,4,10,30,44
10112,10464,0,0,1,1
10112,10465,2,2,13,17
10112,10466,2,5,15,22
10112,10467,9,13,24,46
10112,10468,5,5,14,24
10112,10469,3,3,16,22
10112,10470,1,0,8,9
10112,10471,5,1,13,19
10112,10472,10,3,10,23
10112,10473,7,6,8,21
10112,10474,0,2,1,3
10112,10475,4,0,11,15
10112,11001,0,0,5,5
10112,11004,2,1,3,6
10112,11101,5,4,50,59
10112,11102,6,3,70,79
10112,11103,13,1,47,61
10112,11104,9,8,34,51
10112,11105,10,4,52,66
10112,11106,10,7,39,56
10112,11109,1,0,23,24
10112,11201,7,7,115,129
10112,11203,5,6,14,25
10112,11204,1,0,18,19
10112,11205,4,4,30,38
10112,11206,9,8,36,53
10112,11207,8,6,14,28
10112,11208,6,6,18,30
10112,11209,10,4,51,65
10112,11210,4,3,20,27
10112,11211,11,10,101,122
10112,11212,8,8,10,26
10112,11213,10,10,21,41
10112,11214,4,0,28,32
10112,11215,16,6,97,119
10112,11216,7,9,38,54
10112,11217,7,3,51,61
10112,11218,14,9,32,55
10112,11219,3,4,13,20
10112,11220,4,1,19,24
10112,11221,12,12,30,54
10112,11222,7,3,45,55
10112,11223,5,2,14,21
10112,11224,1,0,8,9
10112,11225,5,8,31,44
10112,11226,9,7,37,53
10112,11228,1,3,19,23
10112,11229,5,5,20,30
10112,11230,8,4,45,57
10112,11231,6,2,53,61
10112,11232,1,3,6,10
10112,11233,9,5,16,30
10112,11234,7,8,29,44
10112,11235,2,1,19,22
10112,11236,9,5,15,29
10112,11237,4,7,23,34
10112,11238,7,7,60,74
10112,11239,1,0,4,5
10112,11354,3,1,12,16
10112,11355,5,6,18,29
10112,11356,2,2,6,10
10112,11357,1,0,22,23
10112,11358,2,1,17,20
10112,11360,3,0,11,14
10112,11361,0,0,12,12
10112,11362,0,0,2,2
10112,11363,1,0,2,3
10112,11364,0,0,9,9
10112,11365,6,3,11,20
10112,11366,1,0,5,6
10112,11367,2,5,10,17
10112,11368,14,6,28,48
10112,11369,5,3,7,15
10112,11370,1,4,14,19
10112,11372,12,8,33,53
10112,11373,13,14,37,64
10112,11374,7,2,30,39
10112,11375,6,4,92,102
10112,11377,11,7,60,78
10112,11378,4,2,20,26
10112,11379,0,4,22,26
10112,11385,15,9,56,80
10112,11411,1,4,6,11
10112,11412,4,4,3,11
10112,11413,3,4,2,9
10112,11414,0,3,11,14
10112,11415,1,3,17,21
10112,11416,1,5,6,12
10112,11417,1,1,6,8
10112,11418,4,2,3,9
10112,11419,2,1,9,12
10112,11420,1,1,9,11
10112,11421,3,2,15,20
10112,11422,4,1,2,7
10112,11423,0,1,8,9
10112,11426,0,0,1,1
10112,11427,2,0,6,8
10112,11428,1,2,1,4
10112,11429,1,4,3,8
10112,11432,7,3,10,20
10112,11433,1,2,5,8
10112,11434,4,2,11,17
10112,11435,5,3,18,26
10112,11436,1,0,0,1
10112,11691,6,2,8,16
10112,11692,2,1,0,3
10112,11693,0,0,5,5
10112,11694,1,0,8,9
10112,11697,0,0,2,2
10115,10001,1,1,4,6
10115,10002,2,0,4,6
10115,10003,2,1,8,11
10115,10004,0,1,0,1
10115,10005,0,0,1,1
10115,10009,0,3,8,11
10115,10010,0,1,3,4
10115,10011,0,1,12,13
10115,10012,0,1,2,3
10115,10013,0,0,3,3
10115,10014,2,0,2,4
10115,10016,1,1,2,4
10115,10017,1,0,6,7
10115,10018,0,0,1,1
10115,10019,0,1,5,6
10115,10021,0,0,3,3
10115,10022,0,1,2,3
10115,10023,3,3,10,16
10115,10024,2,1,19,22
10115,10025,20,17,93,130
10115,10026,1,7,17,25
10115,10027,13,7,44,64
10115,10028,0,2,3,5
10115,10029,3,4,4,11
10115,10030,1,2,6,9
10115,10031,2,4,25,31
10115,10032,1,3,15,19
10115,10033,4,4,8,16
10115,10034,1,3,6,10
10115,10035,0,2,5,7
10115,10036,1,1,6,8
10115,10037,0,1,5,6
10115,10038,0,0,4,4
10115,10039,0,0,1,1
10115,10040,0,5,14,19
10115,10044,0,0,1,1
10115,10065,0,1,4,5
10115,10075,0,0,2,2
10115,10128,3,1,9,13
10115,10280,0,0,1,1
10115,10302,0,0,1,1
10115,10303,0,0,2,2
10115,10305,1,0,1,2
10115,10306,0,0,4,4
10115,10308,0,0,1,1
10115,10310,0,0,1,1
10115,10312,1,0,1,2
10115,10314,0,1,2,3
10115,10451,1,6,3,10
10115,10452,1,10,9,20
10115,10453,0,3,4,7
10115,10454,0,0,3,3
10115,10455,0,4,0,4
10115,10456,2,4,5,11
10115,10457,6,4,5,15
10115,10458,4,1,5,10
10115,10459,0,2,2,4
10115,10460,5,5,1,11
10115,10461,1,2,5,8
10115,10462,0,5,14,19
10115,10463,3,6,15,24
10115,10465,1,3,5,9
10115,10466,1,0,6,7
10115,10467,0,1,5,6
10115,10468,2,4,7,13
10115,10469,0,4,18,22
10115,10471,4,3,7,14
10115,10472,3,2,4,9
10115,10473,1,5,11,17
10115,10474,1,0,0,1
10115,10475,0,2,6,8
10115,11101,0,1,3,4
10115,11102,0,0,4,4
10115,11103,1,2,4,7
10115,11104,2,1,6,9
10115,11105,3,2,4,9
10115,11106,0,0,5,5
10115,11201,1,2,16,19
10115,11203,0,0,2,2
10115,11204,1,0,1,2
10115,11205,5,1,6,12
10115,11206,2,6,5,13
10115,11207,1,8,5,14
10115,11208,1,0,2,3
10115,11209,1,1,4,6
10115,11210,0,1,3,4
10115,11211,1,5,5,11
10115,11212,1,2,3,6
10115,11213,1,5,5,11
10115,11214,0,0,4,4
10115,11215,2,2,13,17
10115,11216,3,1,10,14
10115,11217,4,1,6,11
10115,11218,2,0,4,6
10115,11219,0,2,4,6
10115,11220,7,2,5,14
10115,11221,2,1,11,14
10115,11222,0,0,1,1
10115,11223,2,0,2,4
10115,11224,0,1,1,2
10115,11225,0,1,6,7
10115,11226,5,3,7,15
10115,11228,1,0,2,3
10115,11229,0,0,3,3
