O,D,time_minutes
10096,10006,25.0
10096,10007,16.0
10096,10009,31.0
10096,10010,22.0
10096,10011,14.0
10096,10012,15.0
10096,10013,21.0
10096,10014,19.0
10096,10016,16.0
10096,10017,14.0
10096,10018,15.0
10096,10019,14.0
10096,10020,9.0
10096,10021,17.0
10096,10022,14.0
10096,10023,17.0
10096,10024,21.0
10096,10025,23.0
10096,10026,27.0
10096,10027,22.0
10096,10028,20.0
10096,10029,27.0
10096,10030,30.0
10096,10031,31.0
10096,10032,33.0
10096,10033,38.0
10096,10034,45.0
10096,10035,31.0
10096,10036,14.0
10096,10037,32.0
10096,10038,25.0
10096,10039,31.0
10096,10040,42.0
10096,10041,29.0
10096,10043,26.0
10096,10044,15.0
10096,10045,23.0
10096,10047,13.0
10096,10048,23.0
10096,10055,9.0
10096,10065,16.0
10096,10069,22.0
10096,10075,25.0
10096,10080,25.0
10096,10081,24.0
10096,10096,0.0
10096,10097,11.0
10096,10103,9.0
10096,10104,11.0
10096,10105,12.0
10096,10106,15.0
10096,10107,13.0
10096,10110,3.0
10096,10111,8.0
10096,10112,8.0
10096,10115,29.0
10096,10118,9.0
10096,10119,10.0
10096,10120,7.0
10096,10121,10.0
10096,10122,10.0
10096,10123,9.0
10096,10128,26.0
10096,10151,14.0
10096,10152,13.0
10096,10153,13.0
10096,10154,14.0
10096,10155,16.0
10096,10158,13.0
10096,10162,27.0
10096,10165,7.0
10096,10166,10.0
10096,10167,10.0
10096,10168,8.0
10096,10169,8.0
10096,10170,8.0
10096,10171,12.0
10096,10172,11.0
10096,10174,8.0
10096,10178,9.0
10096,10196,3.0
10096,10203,25.0
10096,10259,25.0
10096,10260,22.0
10096,10265,25.0
10096,10270,23.0
10096,10271,24.0
10096,10275,25.0
10096,10278,24.0
10096,10279,21.0
10096,10280,29.0
10096,10281,28.0
10096,10282,25.0
10096,10285,27.0
10096,10286,22.0
10096,10301,81.0
10096,10302,72.0
10096,10303,66.0
10096,10304,66.0
10096,10305,68.0
10096,10306,84.0
10096,10307,99.0
10096,10308,94.0
10096,10309,75.0
10096,10310,79.0
10096,10312,98.0
10096,10314,98.0
10096,10451,36.0
10096,10452,38.0
10096,10453,42.0
10096,10454,36.0
10096,10455,37.0
10096,10456,51.0
10096,10457,43.0
10096,10458,33.0
10096,10459,43.0
10096,10460,46.0
10096,10461,60.0
10096,10462,57.0
10096,10463,44.0
10096,10464,83.0
10096,10465,62.0
10096,10466,47.0
10096,10467,39.0
10096,10468,44.0
10096,10469,61.0
10096,10470,42.0
10096,10471,70.0
10096,10472,48.0
10096,10473,68.0
10096,10474,52.0
10096,10475,72.0
10096,11001,82.0
10096,11004,73.0
10096,11005,76.0
10096,11040,71.0
10096,11096,85.0
10096,11101,19.0
10096,11102,33.0
10096,11103,33.0
10096,11104,25.0
10096,11105,34.0
10096,11106,33.0
10096,11109,19.0
10096,11201,30.0
10096,11203,57.0
10096,11204,50.0
10096,11205,45.0
10096,11206,32.0
10096,11207,48.0
10096,11208,46.0
10096,11209,48.0
10096,11210,49.0
10096,11211,32.0
10096,11212,50.0
10096,11213,41.0
10096,11214,52.0
10096,11215,37.0
10096,11216,29.0
10096,11217,27.0
10096,11218,46.0
10096,11219,41.0
10096,11220,44.0
10096,11221,35.0
10096,11222,27.0
10096,11223,56.0
10096,11224,64.0
10096,11225,40.0
10096,11226,43.0
10096,11228,57.0
10096,11229,61.0
10096,11230,45.0
10096,11231,35.0
10096,11232,33.0
10096,11233,42.0
10096,11234,72.0
10096,11235,52.0
10096,11236,65.0
10096,11237,38.0
10096,11238,37.0
10096,11239,69.0
10096,11249,31.0
10096,11251,40.0
10096,11354,51.0
10096,11355,46.0
10096,11356,60.0
10096,11357,57.0
10096,11358,61.0
10096,11359,67.0
10096,11360,64.0
10096,11361,48.0
10096,11362,74.0
10096,11363,58.0
10096,11364,68.0
10096,11365,59.0
10096,11366,52.0
10096,11367,50.0
10096,11368,39.0
10096,11369,54.0
10096,11370,47.0
10096,11371,64.0
10096,11372,36.0
10096,11373,34.0
10096,11374,37.0
10096,11375,31.0
10096,11377,26.0
10096,11378,50.0
10096,11379,55.0
10096,11385,44.0
10096,11411,81.0
10096,11412,69.0
10096,11413,46.0
10096,11414,68.0
10096,11415,35.0
10096,11416,57.0
10096,11417,57.0
10096,11418,51.0
10096,11419,60.0
10096,11420,62.0
10096,11421,57.0
10096,11422,53.0
10096,11423,55.0
10096,11426,75.0
10096,11427,62.0
10096,11428,69.0
10096,11429,67.0
10096,11430,89.0
10096,11432,41.0
10096,11433,58.0
10096,11434,53.0
10096,11435,40.0
10096,11436,64.0
10097,10001,12.0
10097,10002,26.0
10097,10003,21.0
10097,10004,28.0
10097,10005,21.0
10097,10006,21.0
10097,10007,20.0
10097,10009,29.0
10097,10010,21.0
10097,10011,11.0
10097,10012,17.0
10097,10013,20.0
10097,10014,16.0
10097,10016,23.0
10097,10017,16.0
10097,10018,13.0
10097,10019,6.0
10097,10020,8.0
10097,10021,14.0
10097,10022,14.0
10097,10023,10.0
10097,10024,17.0
10097,10025,18.0
10097,10026,21.0
10097,10027,17.0
10097,10028,18.0
10097,10029,29.0
10097,10030,26.0
10097,10031,26.0
10097,10032,27.0
10097,10033,32.0
10097,10034,37.0
10097,10035,38.0
10097,10036,11.0
10097,10037,30.0
10097,10038,26.0
10097,10039,28.0
10097,10040,37.0
10097,10041,30.0
10097,10043,27.0
10097,10044,19.0
10097,10045,24.0
10097,10047,16.0
10097,10048,21.0
10097,10055,9.0
10097,10065,17.0
10097,10069,16.0
10097,10075,21.0
10097,10080,22.0
10097,10081,26.0
10097,10096,11.0
10097,10097,0.0
10097,10103,8.0
10097,10104,6.0
10097,10105,7.0
10097,10106,7.0
10097,10107,7.0
10097,10110,12.0
10097,10111,10.0
10097,10112,7.0
10097,10115,22.0
10097,10118,12.0
10097,10119,8.0
10097,10120,8.0
10097,10121,8.0
10097,10122,7.0
10097,10123,8.0
10097,10128,22.0
10097,10151,13.0
10097,10152,11.0
10097,10153,13.0
10097,10154,13.0
10097,10155,15.0
10097,10158,18.0
10097,10162,23.0
10097,10165,10.0
10097,10166,20.0
10097,10167,17.0
10097,10168,5.0
10097,10169,17.0
10097,10170,6.0
10097,10171,15.0
10097,10172,17.0
10097,10174,7.0
10097,10178,15.0
10097,10196,10.0
10097,10203,24.0
10097,10259,24.0
10097,10260,22.0
10097,10265,25.0
10097,10270,23.0
10097,10271,24.0
10097,10275,22.0
10097,10278,24.0
10097,10279,20.0
10097,10280,28.0
10097,10281,27.0
10097,10282,28.0
10097,10285,25.0
10097,10286,22.0
10097,10301,80.0
10097,10302,77.0
10097,10303,70.0
10097,10304,64.0
10097,10305,76.0
10097,10306,72.0
10097,10307,101.0
10097,10308,91.0
10097,10309,76.0
10097,10310,77.0
10097,10312,100.0
10097,10314,83.0
10097,10451,37.0
10097,10452,34.0
10097,10453,40.0
10097,10454,37.0
10097,10455,41.0
10097,10456,44.0
10097,10457,41.0
10097,10458,44.0
10097,10459,39.0
10097,10460,44.0
10097,10461,62.0
10097,10462,65.0
10097,10463,39.0
10097,10464,96.0
10097,10465,70.0
10097,10466,72.0
10097,10467,62.0
10097,10468,43.0
10097,10469,64.0
10097,10470,74.0
10097,10471,61.0
10097,10472,50.0
10097,10473,63.0
10097,10474,58.0
10097,10475,82.0
10097,11001,77.0
10097,11004,68.0
10097,11005,81.0
10097,11040,75.0
10097,11096,80.0
10097,11101,18.0
10097,11102,33.0
10097,11103,34.0
10097,11104,26.0
10097,11105,30.0
10097,11106,29.0
10097,11109,23.0
10097,11201,32.0
10097,11203,61.0
10097,11204,51.0
10097,11205,42.0
10097,11206,39.0
10097,11207,48.0
10097,11208,49.0
10097,11209,50.0
10097,11210,53.0
10097,11211,27.0
10097,11212,58.0
10097,11213,46.0
10097,11214,56.0
10097,11215,44.0
10097,11216,30.0
10097,11217,30.0
10097,11218,52.0
10097,11219,45.0
10097,11220,44.0
10097,11221,45.0
10097,11222,24.0
10097,11223,62.0
10097,11224,68.0
10097,11225,42.0
10097,11226,53.0
10097,11228,61.0
10097,11229,66.0
10097,11230,55.0
10097,11231,42.0
10097,11232,37.0
10097,11233,40.0
10097,11234,78.0
10097,11235,56.0
10097,11236,63.0
10097,11237,33.0
10097,11238,36.0
10097,11239,72.0
10097,11249,38.0
10097,11251,46.0
10097,11354,50.0
10097,11355,47.0
10097,11356,62.0
10097,11357,65.0
10097,11358,44.0
10097,11359,76.0
10097,11360,66.0
10097,11361,44.0
10097,11362,87.0
10097,11363,54.0
10097,11364,76.0
10097,11365,65.0
10097,11366,51.0
10097,11367,50.0
10097,11368,35.0
10097,11369,54.0
10097,11370,44.0
10097,11371,59.0
10097,11372,36.0
10097,11373,31.0
10097,11374,34.0
10097,11375,31.0
10097,11377,28.0
10097,11378,54.0
10097,11379,58.0
10097,11385,51.0
10097,11411,78.0
10097,11412,65.0
10097,11413,44.0
10097,11414,74.0
10097,11415,43.0
10097,11416,60.0
10097,11417,59.0
10097,11418,50.0
10097,11419,54.0
10097,11420,62.0
10097,11421,54.0
10097,11422,51.0
10097,11423,60.0
10097,11426,73.0
10097,11427,73.0
10097,11428,59.0
10097,11429,68.0
10097,11430,85.0
10097,11432,44.0
10097,11433,52.0
10097,11434,51.0
10097,11435,40.0
10097,11436,55.0
10103,10001,15.0
10103,10002,24.0
10103,10003,22.0
10103,10004,34.0
10103,10005,29.0
10103,10006,30.0
10103,10007,24.0
10103,10009,39.0
10103,10010,20.0
10103,10011,16.0
10103,10012,18.0
10103,10013,22.0
10103,10014,22.0
10103,10016,17.0
10103,10017,14.0
10103,10018,14.0
10103,10019,10.0
10103,10020,4.0
10103,10021,16.0
10103,10022,9.0
10103,10023,21.0
10103,10024,24.0
10103,10025,22.0
10103,10026,25.0
10103,10027,18.0
10103,10028,20.0
10103,10029,25.0
10103,10030,30.0
10103,10031,28.0
10103,10032,28.0
10103,10033,39.0
10103,10034,39.0
10103,10035,30.0
10103,10036,13.0
10103,10037,54.0
10103,10038,31.0
10103,10039,35.0
10103,10040,42.0
10103,10041,38.0
10103,10043,35.0
10103,10044,18.0
10103,10045,29.0
10103,10047,15.0
10103,10048,27.0
10103,10055,3.0
10103,10065,19.0
10103,10069,29.0
10103,10075,22.0
10103,10080,26.0
10103,10081,30.0
10103,10096,10.0
10103,10097,8.0
10103,10103,0.0
10103,10104,2.0
10103,10105,4.0
10103,10106,7.0
10103,10107,9.0
10103,10110,10.0
10103,10111,2.0
10103,10112,5.0
10103,10115,29.0
10103,10118,12.0
10103,10119,12.0
10103,10120,10.0
10103,10121,13.0
10103,10122,11.0
10103,10123,13.0
10103,10128,24.0
10103,10151,6.0
10103,10152,6.0
10103,10153,6.0
10103,10154,6.0
10103,10155,13.0
10103,10158,19.0
10103,10162,31.0
10103,10165,13.0
10103,10166,12.0
10103,10167,12.0
10103,10168,12.0
10103,10169,11.0
10103,10170,12.0
10103,10171,9.0
10103,10172,11.0
10103,10174,12.0
10103,10178,14.0
10103,10196,6.0
10103,10203,31.0
10103,10259,28.0
10103,10260,28.0
10103,10265,33.0
10103,10270,32.0
10103,10271,28.0
10103,10275,30.0
10103,10278,28.0
10103,10279,22.0
10103,10280,37.0
10103,10281,31.0
10103,10282,31.0
10103,10285,28.0
10103,10286,29.0
10103,10301,100.0
10103,10302,103.0
10103,10303,72.0
10103,10304,66.0
10103,10305,68.0
10103,10306,74.0
10103,10307,103.0
10103,10308,93.0
10103,10309,107.0
10103,10310,96.0
10103,10312,90.0
10103,10314,85.0
10103,10451,38.0
10103,10452,36.0
10103,10453,41.0
10103,10454,32.0
10103,10455,40.0
10103,10456,45.0
10103,10457,42.0
10103,10458,46.0
10103,10459,43.0
10103,10460,50.0
10103,10461,57.0
10103,10462,56.0
10103,10463,46.0
10103,10464,80.0
10103,10465,58.0
10103,10466,58.0
10103,10467,49.0
10103,10468,44.0
10103,10469,63.0
10103,10470,53.0
10103,10471,71.0
10103,10472,48.0
10103,10473,54.0
10103,10474,49.0
10103,10475,68.0
10103,11001,72.0
10103,11004,65.0
10103,11005,77.0
10103,11040,71.0
10103,11096,76.0
10103,11101,14.0
10103,11102,37.0
10103,11103,27.0
10103,11104,27.0
10103,11105,30.0
10103,11106,27.0
10103,11109,23.0
10103,11201,35.0
10103,11203,63.0
10103,11204,53.0
10103,11205,38.0
10103,11206,36.0
10103,11207,55.0
10103,11208,49.0
10103,11209,51.0
10103,11210,57.0
10103,11211,35.0
10103,11212,55.0
10103,11213,45.0
10103,11214,57.0
10103,11215,43.0
10103,11216,38.0
10103,11217,32.0
10103,11218,51.0
10103,11219,46.0
10103,11220,49.0
10103,11221,40.0
10103,11222,20.0
10103,11223,61.0
10103,11224,72.0
10103,11225,45.0
10103,11226,49.0
10103,11228,62.0
10103,11229,66.0
10103,11230,50.0
10103,11231,41.0
10103,11232,39.0
10103,11233,44.0
10103,11234,80.0
10103,11235,57.0
10103,11236,65.0
10103,11237,41.0
10103,11238,41.0
10103,11239,79.0
10103,11249,34.0
10103,11251,45.0
10103,11354,44.0
10103,11355,41.0
10103,11356,62.0
10103,11357,64.0
10103,11358,59.0
10103,11359,74.0
10103,11360,69.0
10103,11361,46.0
10103,11362,83.0
10103,11363,56.0
10103,11364,74.0
10103,11365,61.0
10103,11366,46.0
10103,11367,46.0
10103,11368,30.0
10103,11369,44.0
10103,11370,42.0
10103,11371,55.0
10103,11372,31.0
10103,11373,28.0
10103,11374,30.0
10103,11375,27.0
10103,11377,24.0
10103,11378,52.0
10103,11379,52.0
10103,11385,45.0
10103,11411,74.0
10103,11412,61.0
10103,11413,46.0
10103,11414,69.0
10103,11415,39.0
10103,11416,59.0
10103,11417,59.0
10103,11418,44.0
10103,11419,50.0
10103,11420,58.0
10103,11421,49.0
10103,11422,85.0
10103,11423,49.0
10103,11426,78.0
10103,11427,59.0
10103,11428,67.0
10103,11429,65.0
10103,11430,81.0
10103,11432,39.0
10103,11433,48.0
10103,11434,65.0
10103,11435,36.0
10103,11436,51.0
10104,10001,16.0
10104,10002,24.0
10104,10003,23.0
10104,10004,30.0
10104,10005,29.0
10104,10006,25.0
10104,10007,24.0
10104,10009,31.0
10104,10010,21.0
10104,10011,16.0
10104,10012,14.0
10104,10013,24.0
10104,10014,20.0
10104,10016,18.0
10104,10017,18.0
10104,10018,15.0
10104,10019,15.0
10104,10020,2.0
10104,10021,15.0
10104,10022,12.0
10104,10023,14.0
10104,10024,21.0
10104,10025,22.0
10104,10026,24.0
10104,10027,21.0
10104,10028,19.0
10104,10029,26.0
10104,10030,29.0
10104,10031,32.0
10104,10032,35.0
10104,10033,34.0
10104,10034,41.0
10104,10035,32.0
10104,10036,15.0
10104,10037,32.0
10104,10038,27.0
10104,10039,29.0
10104,10040,39.0
10104,10041,34.0
10104,10043,31.0
10104,10044,16.0
10104,10045,29.0
10104,10047,16.0
10104,10048,24.0
10104,10055,6.0
10104,10065,17.0
10104,10069,20.0
10104,10075,21.0
10104,10080,28.0
10104,10081,30.0
10104,10096,7.0
10104,10097,6.0
10104,10103,2.0
10104,10104,0.0
10104,10105,3.0
10104,10106,8.0
10104,10107,12.0
10104,10110,8.0
10104,10111,2.0
10104,10112,3.0
10104,10115,26.0
10104,10118,11.0
10104,10119,12.0
10104,10120,10.0
10104,10121,12.0
10104,10122,12.0
10104,10123,11.0
10104,10128,23.0
10104,10151,8.0
10104,10152,9.0
10104,10153,8.0
10104,10154,8.0
10104,10155,13.0
10104,10158,21.0
10104,10162,23.0
10104,10165,13.0
10104,10166,12.0
10104,10167,12.0
10104,10168,13.0
10104,10169,11.0
10104,10170,13.0
10104,10171,9.0
10104,10172,12.0
10104,10174,13.0
10104,10178,15.0
10104,10196,6.0
10104,10203,30.0
10104,10259,28.0
10104,10260,31.0
10104,10265,30.0
10104,10270,32.0
10104,10271,29.0
10104,10275,28.0
10104,10278,26.0
10104,10279,24.0
10104,10280,31.0
10104,10281,31.0
10104,10282,30.0
10104,10285,29.0
10104,10286,31.0
10104,10301,97.0
10104,10302,99.0
10104,10303,74.0
10104,10304,71.0
10104,10305,73.0
10104,10306,87.0
10104,10307,105.0
10104,10308,107.0
10104,10309,110.0
10104,10310,92.0
10104,10312,92.0
10104,10314,87.0
10104,10451,37.0
10104,10452,35.0
10104,10453,41.0
10104,10454,33.0
10104,10455,40.0
10104,10456,45.0
10104,10457,42.0
10104,10458,45.0
10104,10459,43.0
10104,10460,53.0
10104,10461,58.0
10104,10462,57.0
10104,10463,43.0
10104,10464,81.0
10104,10465,64.0
10104,10466,58.0
10104,10467,60.0
10104,10468,44.0
10104,10469,63.0
10104,10470,53.0
10104,10471,68.0
10104,10472,49.0
10104,10473,55.0
10104,10474,50.0
10104,10475,67.0
10104,11001,79.0
10104,11004,68.0
10104,11005,79.0
10104,11040,73.0
10104,11096,79.0
10104,11101,17.0
10104,11102,34.0
10104,11103,35.0
10104,11104,28.0
10104,11105,31.0
10104,11106,29.0
10104,11109,27.0
10104,11201,32.0
10104,11203,63.0
10104,11204,52.0
10104,11205,42.0
10104,11206,35.0
10104,11207,54.0
10104,11208,47.0
10104,11209,48.0
10104,11210,53.0
10104,11211,29.0
10104,11212,52.0
10104,11213,41.0
10104,11214,54.0
10104,11215,40.0
10104,11216,20.0
10104,11217,29.0
10104,11218,47.0
10104,11219,43.0
10104,11220,47.0
10104,11221,39.0
10104,11222,26.0
10104,11223,58.0
10104,11224,66.0
10104,11225,40.0
10104,11226,45.0
10104,11228,59.0
10104,11229,65.0
10104,11230,35.0
10104,11231,38.0
10104,11232,35.0
10104,11233,43.0
10104,11234,76.0
10104,11235,54.0
10104,11236,67.0
10104,11237,41.0
10104,11238,39.0
10104,11239,75.0
10104,11249,34.0
10104,11251,41.0
10104,11354,47.0
10104,11355,44.0
10104,11356,62.0
10104,11357,61.0
10104,11358,49.0
10104,11359,71.0
10104,11360,68.0
10104,11361,48.0
10104,11362,77.0
10104,11363,58.0
10104,11364,72.0
10104,11365,58.0
10104,11366,52.0
10104,11367,50.0
10104,11368,30.0
10104,11369,52.0
10104,11370,46.0
10104,11371,59.0
10104,11372,27.0
10104,11373,31.0
10104,11374,33.0
10104,11375,32.0
10104,11377,26.0
10104,11378,55.0
10104,11379,55.0
10104,11385,45.0
10104,11411,77.0
10104,11412,64.0
10104,11413,49.0
10104,11414,71.0
10104,11415,42.0
10104,11416,58.0
10104,11417,58.0
10104,11418,47.0
10104,11419,54.0
10104,11420,61.0
10104,11421,50.0
10104,11422,88.0
10104,11423,54.0
10104,11426,74.0
10104,11427,65.0
10104,11428,71.0
10104,11429,65.0
10104,11430,88.0
10104,11432,40.0
10104,11433,55.0
10104,11434,63.0
10104,11435,39.0
10104,11436,54.0
10105,10001,15.0
10105,10002,23.0
10105,10003,18.0
10105,10004,28.0
10105,10005,30.0
10105,10006,26.0
10105,10007,26.0
10105,10009,27.0
10105,10010,20.0
10105,10011,16.0
10105,10012,15.0
10105,10013,22.0
10105,10014,20.0
10105,10016,19.0
10105,10017,18.0
10105,10018,14.0
10105,10019,8.0
10105,10020,6.0
10105,10021,10.0
10105,10022,12.0
10105,10023,16.0
10105,10024,22.0
10105,10025,23.0
10105,10026,22.0
10105,10027,15.0
10105,10028,13.0
10105,10029,25.0
10105,10030,27.0
10105,10031,25.0
10105,10032,27.0
10105,10033,35.0
10105,10034,37.0
10105,10035,29.0
10105,10036,13.0
10105,10037,47.0
10105,10038,31.0
10105,10039,27.0
10105,10040,40.0
10105,10041,32.0
10105,10043,33.0
10105,10044,18.0
10105,10045,24.0
10105,10047,16.0
10105,10048,26.0
10105,10055,8.0
10105,10065,12.0
10105,10069,23.0
10105,10075,16.0
10105,10080,24.0
10105,10081,25.0
10105,10096,10.0
10105,10097,7.0
10105,10103,4.0
10105,10104,3.0
10105,10105,0.0
10105,10106,4.0
10105,10107,6.0
10105,10110,10.0
10105,10111,7.0
10105,10112,6.0
10105,10115,27.0
10105,10118,11.0
10105,10119,11.0
10105,10120,9.0
10105,10121,13.0
10105,10122,10.0
10105,10123,12.0
10105,10128,18.0
10105,10151,8.0
10105,10152,11.0
10105,10153,9.0
10105,10154,11.0
10105,10155,11.0
10105,10158,17.0
10105,10162,18.0
10105,10165,16.0
10105,10166,16.0
10105,10167,16.0
10105,10168,11.0
10105,10169,15.0
10105,10170,18.0
10105,10171,13.0
10105,10172,17.0
10105,10174,20.0
10105,10178,18.0
10105,10196,7.0
10105,10203,27.0
10105,10259,26.0
10105,10260,27.0
10105,10265,32.0
10105,10270,28.0
10105,10271,26.0
10105,10275,26.0
10105,10278,22.0
10105,10279,22.0
10105,10280,31.0
10105,10281,30.0
10105,10282,30.0
10105,10285,27.0
10105,10286,29.0
10105,10301,82.0
10105,10302,80.0
10105,10303,91.0
10105,10304,73.0
10105,10305,76.0
10105,10306,90.0
10105,10307,103.0
10105,10308,82.0
10105,10309,107.0
10105,10310,95.0
10105,10312,90.0
10105,10314,83.0
10105,10451,38.0
10105,10452,39.0
10105,10453,39.0
10105,10454,33.0
10105,10455,41.0
10105,10456,42.0
10105,10457,39.0
10105,10458,43.0
10105,10459,41.0
10105,10460,51.0
10105,10461,58.0
10105,10462,60.0
10105,10463,44.0
10105,10464,83.0
10105,10465,67.0
10105,10466,72.0
10105,10467,57.0
10105,10468,41.0
10105,10469,62.0
10105,10470,58.0
10105,10471,66.0
10105,10472,48.0
10105,10473,61.0
10105,10474,56.0
10105,10475,72.0
10105,11001,79.0
10105,11004,68.0
10105,11005,79.0
10105,11040,73.0
10105,11096,79.0
10105,11101,15.0
10105,11102,29.0
10105,11103,30.0
10105,11104,26.0
10105,11105,26.0
10105,11106,25.0
10105,11109,25.0
10105,11201,32.0
10105,11203,73.0
10105,11204,49.0
10105,11205,42.0
10105,11206,38.0
10105,11207,52.0
10105,11208,48.0
10105,11209,48.0
10105,11210,52.0
10105,11211,33.0
10105,11212,69.0
10105,11213,52.0
10105,11214,54.0
10105,11215,42.0
10105,11216,32.0
10105,11217,28.0
10105,11218,50.0
10105,11219,43.0
10105,11220,44.0
10105,11221,48.0
10105,11222,29.0
10105,11223,62.0
10105,11224,66.0
10105,11225,40.0
10105,11226,46.0
10105,11228,59.0
10105,11229,64.0
10105,11230,48.0
10105,11231,40.0
10105,11232,35.0
10105,11233,44.0
10105,11234,74.0
10105,11235,54.0
10105,11236,65.0
10105,11237,45.0
10105,11238,40.0
10105,11239,76.0
10105,11249,36.0
10105,11251,43.0
10105,11354,50.0
10105,11355,44.0
10105,11356,62.0
10105,11357,62.0
10105,11358,47.0
10105,11359,73.0
10105,11360,69.0
10105,11361,46.0
10105,11362,77.0
10105,11363,56.0
10105,11364,77.0
10105,11365,65.0
10105,11366,52.0
10105,11367,49.0
10105,11368,33.0
10105,11369,48.0
10105,11370,43.0
10105,11371,60.0
10105,11372,35.0
10105,11373,33.0
10105,11374,35.0
10105,11375,30.0
10105,11377,27.0
10105,11378,53.0
10105,11379,53.0
10105,11385,48.0
10105,11411,73.0
10105,11412,65.0
10105,11413,48.0
10105,11414,70.0
10105,11415,41.0
10105,11416,58.0
10105,11417,58.0
10105,11418,53.0
10105,11419,53.0
10105,11420,61.0
10105,11421,50.0
10105,11422,88.0
10105,11423,59.0
10105,11426,76.0
10105,11427,62.0
10105,11428,73.0
10105,11429,68.0
10105,11430,90.0
10105,11432,44.0
10105,11433,54.0
10105,11434,64.0
10105,11435,39.0
10105,11436,56.0
10106,10001,16.0
10106,10002,24.0
10106,10003,19.0
10106,10004,28.0
10106,10005,30.0
10106,10006,27.0
10106,10007,21.0
10106,10009,35.0
10106,10010,20.0
10106,10011,16.0
10106,10012,16.0
10106,10013,21.0
10106,10014,21.0
10106,10016,20.0
10106,10017,19.0
10106,10018,15.0
10106,10019,7.0
10106,10020,11.0
10106,10021,9.0
10106,10022,13.0
10106,10023,13.0
10106,10024,18.0
10106,10025,19.0
10106,10026,23.0
10106,10027,16.0
10106,10028,13.0
10106,10029,24.0
10106,10030,27.0
10106,10031,26.0
10106,10032,28.0
10106,10033,31.0
10106,10034,35.0
10106,10035,28.0
10106,10036,12.0
10106,10037,28.0
10106,10038,29.0
10106,10039,28.0
10106,10040,35.0
10106,10041,30.0
10106,10043,39.0
10106,10044,12.0
10106,10045,26.0
10106,10047,15.0
10106,10048,26.0
10106,10055,8.0
10106,10065,12.0
10106,10069,24.0
10106,10075,16.0
10106,10080,24.0
10106,10081,27.0
10106,10096,11.0
10106,10097,7.0
10106,10103,8.0
10106,10104,9.0
10106,10105,4.0
10106,10106,0.0
10106,10107,2.0
10106,10110,11.0
10106,10111,10.0
10106,10112,8.0
10106,10115,22.0
10106,10118,12.0
10106,10119,12.0
10106,10120,10.0
10106,10121,13.0
10106,10122,11.0
10106,10123,13.0
10106,10128,18.0
10106,10151,9.0
10106,10152,12.0
10106,10153,8.0
10106,10154,12.0
10106,10155,11.0
10106,10158,20.0
10106,10162,18.0
10106,10165,16.0
10106,10166,18.0
10106,10167,16.0
10106,10168,20.0
10106,10169,15.0
10106,10170,9.0
10106,10171,14.0
10106,10172,16.0
10106,10174,20.0
10106,10178,9.0
10106,10196,11.0
10106,10203,27.0
10106,10259,26.0
10106,10260,35.0
10106,10265,39.0
10106,10270,30.0
10106,10271,26.0
10106,10275,26.0
10106,10278,23.0
10106,10279,23.0
10106,10280,33.0
10106,10281,32.0
10106,10282,29.0
10106,10285,28.0
10106,10286,29.0
10106,10301,83.0
10106,10302,81.0
10106,10303,93.0
10106,10304,67.0
10106,10305,69.0
10106,10306,73.0
10106,10307,103.0
10106,10308,81.0
10106,10309,96.0
10106,10310,77.0
10106,10312,90.0
10106,10314,83.0
10106,10451,36.0
10106,10452,34.0
10106,10453,40.0
10106,10454,33.0
10106,10455,35.0
10106,10456,43.0
10106,10457,40.0
10106,10458,44.0
10106,10459,42.0
10106,10460,48.0
10106,10461,58.0
10106,10462,58.0
10106,10463,39.0
10106,10464,78.0
10106,10465,77.0
10106,10466,68.0
10106,10467,61.0
10106,10468,42.0
10106,10469,61.0
10106,10470,57.0
10106,10471,56.0
10106,10472,47.0
10106,10473,60.0
10106,10474,57.0
10106,10475,78.0
10106,11001,84.0
10106,11004,73.0
10106,11005,83.0
10106,11040,78.0
10106,11096,80.0
10106,11101,15.0
10106,11102,29.0
10106,11103,30.0
10106,11104,23.0
10106,11105,25.0
10106,11106,24.0
10106,11109,18.0
10106,11201,33.0
10106,11203,69.0
10106,11204,45.0
10106,11205,47.0
10106,11206,35.0
10106,11207,53.0
10106,11208,43.0
10106,11209,51.0
10106,11210,65.0
10106,11211,46.0
10106,11212,69.0
10106,11213,51.0
10106,11214,55.0
10106,11215,38.0
10106,11216,35.0
10106,11217,29.0
10106,11218,49.0
10106,11219,44.0
10106,11220,40.0
10106,11221,47.0
10106,11222,30.0
10106,11223,62.0
10106,11224,67.0
10106,11225,52.0
10106,11226,46.0
10106,11228,60.0
10106,11229,63.0
10106,11230,48.0
10106,11231,36.0
10106,11232,37.0
10106,11233,44.0
10106,11234,74.0
10106,11235,55.0
10106,11236,61.0
10106,11237,46.0
10106,11238,41.0
10106,11239,77.0
10106,11249,34.0
10106,11251,39.0
10106,11354,50.0
10106,11355,43.0
10106,11356,60.0
10106,11357,60.0
10106,11358,48.0
10106,11359,76.0
10106,11360,73.0
10106,11361,47.0
10106,11362,81.0
10106,11363,57.0
10106,11364,79.0
10106,11365,68.0
10106,11366,50.0
10106,11367,50.0
10106,11368,32.0
10106,11369,49.0
10106,11370,42.0
10106,11371,61.0
10106,11372,29.0
10106,11373,31.0
10106,11374,33.0
10106,11375,31.0
10106,11377,25.0
10106,11378,55.0
10106,11379,58.0
10106,11385,51.0
10106,11411,74.0
10106,11412,64.0
10106,11413,84.0
10106,11414,73.0
10106,11415,42.0
